roll_no,name,math,physics,chemistry,english,cs,economics
GRADSKEY00517,Student_517,79,31,80,49,73,40
GRADSKEY00518,Student_518,94,43,73,57,71,53
GRADSKEY00519,Student_519,42,48,100,71,67,34
GRADSKEY00520,Student_520,42,74,95,34,95,66
GRADSKEY00521,Student_521,54,40,90,94,56,52
GRADSKEY00522,Student_522,95,96,82,61,94,36
GRADSKEY00523,Student_523,99,98,93,92,82,35
GRADSKEY00524,Student_524,94,81,33,31,61,98
GRADSKEY00525,Student_525,78,70,77,48,91,77
GRADSKEY00526,Student_526,82,35,56,57,52,34
GRADSKEY00527,Student_527,42,34,57,86,84,98
GRADSKEY00528,Student_528,62,95,46,74,31,80
GRADSKEY00529,Student_529,74,46,84,54,77,78
GRADSKEY00530,Student_530,95,41,55,88,65,65
GRADSKEY00531,Student_531,59,94,61,93,34,57
GRADSKEY00532,Student_532,92,68,61,60,79,68
GRADSKEY00533,Student_533,59,49,72,36,72,81
GRADSKEY00534,Student_534,80,57,44,47,73,68
GRADSKEY00535,Student_535,92,49,35,93,41,45
GRADSKEY00536,Student_536,70,70,95,80,93,56
GRADSKEY00537,Student_537,57,59,46,97,46,38
GRADSKEY00538,Student_538,99,40,68,79,32,98
GRADSKEY00539,Student_539,94,85,43,77,75,33
GRADSKEY00540,Student_540,100,75,80,52,57,64
GRADSKEY00541,Student_541,50,81,95,65,34,73
GRADSKEY00542,Student_542,83,34,35,88,77,85
GRADSKEY00543,Student_543,78,46,35,100,68,38
GRADSKEY00544,Student_544,43,67,56,64,70,55
GRADSKEY00545,Student_545,92,100,32,57,54,33
GRADSKEY00546,Student_546,30,66,37,80,64,80
GRADSKEY00547,Student_547,57,99,86,54,37,93
GRADSKEY00548,Student_548,97,86,33,49,84,31
GRADSKEY00549,Student_549,89,95,94,38,48,36
GRADSKEY00550,Student_550,32,30,95,39,73,98
GRADSKEY00551,Student_551,73,47,35,81,78,55
GRADSKEY00552,Student_552,52,98,33,38,41,31
GRADSKEY00553,Student_553,77,67,64,68,71,60
GRADSKEY00554,Student_554,96,62,87,80,47,90
GRADSKEY00555,Student_555,97,97,96,33,79,97
GRADSKEY00556,Student_556,77,86,71,84,59,35
GRADSKEY00557,Student_557,38,42,74,34,69,97
GRADSKEY00558,Student_558,47,53,86,64,65,41
GRADSKEY00559,Student_559,55,91,62,61,42,85
GRADSKEY00560,Student_560,68,77,80,31,46,48
GRADSKEY00561,Student_561,30,32,76,38,83,49
GRADSKEY00562,Student_562,91,94,67,90,91,100
GRADSKEY00563,Student_563,95,58,42,46,60,66
GRADSKEY00564,Student_564,87,53,90,48,66,99
GRADSKEY00565,Student_565,85,82,98,31,44,77
GRADSKEY00566,Student_566,100,37,37,79,36,30
GRADSKEY00567,Student_567,55,33,62,89,69,43
GRADSKEY00568,Student_568,57,38,85,88,59,98
GRADSKEY00569,Student_569,67,85,48,100,66,33
GRADSKEY00570,Student_570,100,99,68,41,37,93
GRADSKEY00571,Student_571,75,40,63,35,89,67
GRADSKEY00572,Student_572,49,86,98,74,43,68
GRADSKEY00573,Student_573,36,95,91,42,95,47
GRADSKEY00574,Student_574,74,57,52,50,42,62
GRADSKEY00575,Student_575,86,36,66,33,73,59
GRADSKEY00576,Student_576,80,57,38,97,98,39
GRADSKEY00577,Student_577,52,45,87,63,75,79
GRADSKEY00578,Student_578,77,33,93,54,60,50
GRADSKEY00579,Student_579,41,47,87,63,90,98
GRADSKEY00580,Student_580,63,51,58,48,33,86
GRADSKEY00581,Student_581,88,76,63,59,31,43
GRADSKEY00582,Student_582,36,86,42,38,80,90
GRADSKEY00583,Student_583,90,40,39,66,49,42
GRADSKEY00584,Student_584,51,98,71,91,65,81
GRADSKEY00585,Student_585,59,69,83,92,52,54
GRADSKEY00586,Student_586,52,37,53,59,61,100
GRADSKEY00587,Student_587,50,95,42,78,82,66
GRADSKEY00588,Student_588,35,57,54,65,32,38
GRADSKEY00589,Student_589,37,38,65,87,79,68
GRADSKEY00590,Student_590,79,78,30,80,55,82
GRADSKEY00591,Student_591,47,43,73,73,51,53
GRADSKEY00592,Student_592,36,85,98,93,91,94
GRADSKEY00593,Student_593,62,83,33,91,65,63
GRADSKEY00594,Student_594,70,77,94,44,63,98
GRADSKEY00595,Student_595,99,80,40,82,59,44
GRADSKEY00596,Student_596,37,64,31,85,91,99
GRADSKEY00597,Student_597,71,68,80,37,47,79
GRADSKEY00598,Student_598,47,74,90,46,40,80
GRADSKEY00599,Student_599,81,44,31,81,49,47
GRADSKEY00600,Student_600,75,57,49,34,74,35
GRADSKEY00601,Student_601,51,99,43,52,89,70
GRADSKEY00602,Student_602,38,69,50,35,70,86
GRADSKEY00603,Student_603,81,87,91,83,99,75
GRADSKEY00604,Student_604,98,94,37,48,84,64
GRADSKEY00605,Student_605,63,93,94,80,62,67
GRADSKEY00606,Student_606,71,56,56,41,64,87
GRADSKEY00607,Student_607,65,82,55,49,46,53
GRADSKEY00608,Student_608,53,75,80,100,65,67
GRADSKEY00609,Student_609,39,35,43,36,87,74
GRADSKEY00610,Student_610,60,82,50,50,64,59
GRADSKEY00611,Student_611,32,57,54,46,78,75
GRADSKEY00612,Student_612,95,75,48,86,83,65
GRADSKEY00613,Student_613,64,99,59,82,78,98
GRADSKEY00614,Student_614,60,70,32,42,71,80
GRADSKEY00615,Student_615,32,87,72,68,97,100
GRADSKEY00616,Student_616,45,76,96,84,40,79
GRADSKEY00617,Student_617,34,34,75,62,41,77
GRADSKEY00618,Student_618,65,49,56,56,89,33
GRADSKEY00619,Student_619,47,62,95,36,77,56
GRADSKEY00620,Student_620,43,38,40,99,81,88
GRADSKEY00621,Student_621,58,35,39,98,30,37
GRADSKEY00622,Student_622,42,51,82,72,75,47
GRADSKEY00623,Student_623,71,97,63,65,81,54
GRADSKEY00624,Student_624,64,83,44,79,74,89
GRADSKEY00625,Student_625,41,88,41,72,96,56
GRADSKEY00626,Student_626,64,45,70,37,99,38
GRADSKEY00627,Student_627,56,41,40,86,87,47
GRADSKEY00628,Student_628,86,35,96,83,74,71
GRADSKEY00629,Student_629,52,30,83,39,85,90
GRADSKEY00630,Student_630,87,54,67,30,30,42
GRADSKEY00631,Student_631,86,75,45,56,63,66
GRADSKEY00632,Student_632,81,41,94,99,93,70
GRADSKEY00633,Student_633,99,47,100,79,30,68
GRADSKEY00634,Student_634,43,94,61,86,79,33
GRADSKEY00635,Student_635,67,65,51,70,30,68
GRADSKEY00636,Student_636,71,31,85,81,62,37
GRADSKEY00637,Student_637,38,73,52,45,88,92
GRADSKEY00638,Student_638,52,93,56,34,55,84
GRADSKEY00639,Student_639,31,94,74,35,97,97
GRADSKEY00640,Student_640,86,92,77,33,81,42
GRADSKEY00641,Student_641,61,42,94,65,87,88
GRADSKEY00642,Student_642,63,97,78,98,49,74
GRADSKEY00643,Student_643,100,61,33,43,92,97
GRADSKEY00644,Student_644,98,48,46,90,72,41
GRADSKEY00645,Student_645,56,44,86,97,70,43
GRADSKEY00646,Student_646,80,41,88,87,38,93
GRADSKEY00647,Student_647,51,78,34,86,81,90
GRADSKEY00648,Student_648,97,75,61,71,92,55
GRADSKEY00649,Student_649,79,81,93,60,65,72
GRADSKEY00650,Student_650,86,86,58,80,46,61
GRADSKEY00651,Student_651,58,51,52,94,41,73
GRADSKEY00652,Student_652,39,43,97,54,75,66
GRADSKEY00653,Student_653,35,64,77,63,35,54
GRADSKEY00654,Student_654,75,52,93,32,82,81
GRADSKEY00655,Student_655,38,80,93,56,42,30
GRADSKEY00656,Student_656,40,35,91,32,76,88
GRADSKEY00657,Student_657,64,90,79,81,31,90
GRADSKEY00658,Student_658,97,35,51,53,65,75
GRADSKEY00659,Student_659,53,44,61,83,30,34
GRADSKEY00660,Student_660,72,78,99,96,80,62
GRADSKEY00661,Student_661,100,70,60,50,71,79
GRADSKEY00662,Student_662,72,100,33,51,37,63
GRADSKEY00663,Student_663,38,100,87,32,81,63
GRADSKEY00664,Student_664,68,66,51,94,30,92
GRADSKEY00665,Student_665,61,74,90,36,93,54
GRADSKEY00666,Student_666,67,73,83,93,67,39
GRADSKEY00667,Student_667,43,41,87,77,75,78
GRADSKEY00668,Student_668,53,51,90,61,60,51
GRADSKEY00669,Student_669,62,64,88,32,59,67
GRADSKEY00670,Student_670,59,59,33,100,89,76
GRADSKEY00671,Student_671,48,64,91,73,60,85
GRADSKEY00672,Student_672,81,39,40,48,60,97
GRADSKEY00673,Student_673,58,46,91,88,53,35
GRADSKEY00674,Student_674,98,41,84,31,61,46
GRADSKEY00675,Student_675,44,89,65,42,97,53
GRADSKEY00676,Student_676,97,91,39,35,88,85
GRADSKEY00677,Student_677,80,55,55,73,70,69
GRADSKEY00678,Student_678,59,59,50,98,97,92
GRADSKEY00679,Student_679,68,56,68,85,59,66
GRADSKEY00680,Student_680,65,89,33,51,44,86
GRADSKEY00681,Student_681,54,35,79,77,82,71
GRADSKEY00682,Student_682,35,46,83,79,72,44
GRADSKEY00683,Student_683,39,85,96,45,60,37
GRADSKEY00684,Student_684,99,81,53,84,37,44
GRADSKEY00685,Student_685,96,37,55,91,69,32
GRADSKEY00686,Student_686,32,31,77,92,38,71
GRADSKEY00687,Student_687,56,90,42,58,77,37
GRADSKEY00688,Student_688,51,60,98,37,38,50
GRADSKEY00689,Student_689,98,97,88,68,75,91
GRADSKEY00690,Student_690,69,90,49,34,90,46
GRADSKEY00691,Student_691,58,80,82,91,33,32
GRADSKEY00692,Student_692,59,35,46,63,40,64
GRADSKEY00693,Student_693,66,94,53,60,78,68
GRADSKEY00694,Student_694,77,50,31,84,49,44
GRADSKEY00695,Student_695,54,58,30,62,57,37
GRADSKEY00696,Student_696,62,91,77,63,80,37
GRADSKEY00697,Student_697,71,71,56,75,40,55
GRADSKEY00698,Student_698,93,37,38,50,59,90
GRADSKEY00699,Student_699,43,62,36,100,73,99
GRADSKEY00700,Student_700,53,99,64,86,32,62
GRADSKEY00701,Student_701,31,30,37,41,33,69
GRADSKEY00702,Student_702,55,87,41,72,94,32
GRADSKEY00703,Student_703,44,52,78,60,42,75
GRADSKEY00704,Student_704,32,61,91,70,66,92
GRADSKEY00705,Student_705,62,36,74,70,70,63
GRADSKEY00706,Student_706,39,55,42,44,100,35
GRADSKEY00707,Student_707,71,61,50,89,45,57
GRADSKEY00708,Student_708,31,34,71,75,53,69
GRADSKEY00709,Student_709,50,89,70,59,86,35
GRADSKEY00710,Student_710,37,85,89,51,47,41
GRADSKEY00711,Student_711,96,82,97,41,73,80
GRADSKEY00712,Student_712,69,39,55,30,80,76
GRADSKEY00713,Student_713,68,88,60,93,41,50
GRADSKEY00714,Student_714,88,85,68,70,80,37
GRADSKEY00715,Student_715,45,70,59,94,36,87
GRADSKEY00716,Student_716,98,71,38,31,81,97
GRADSKEY00717,Student_717,36,81,41,92,40,30
GRADSKEY00718,Student_718,66,65,60,83,57,37
GRADSKEY00719,Student_719,39,90,37,78,54,68
GRADSKEY00720,Student_720,40,69,99,92,49,34
GRADSKEY00721,Student_721,67,44,84,38,83,76
GRADSKEY00722,Student_722,47,46,99,65,76,83
GRADSKEY00723,Student_723,49,91,61,37,54,61
GRADSKEY00724,Student_724,83,40,43,41,47,85
GRADSKEY00725,Student_725,74,37,48,49,55,67
GRADSKEY00726,Student_726,55,94,96,48,73,84
GRADSKEY00727,Student_727,70,53,43,68,100,86
GRADSKEY00728,Student_728,94,68,92,100,86,99
GRADSKEY00729,Student_729,84,77,92,51,69,42
GRADSKEY00730,Student_730,42,96,47,56,90,91
GRADSKEY00731,Student_731,100,39,83,59,71,48
GRADSKEY00732,Student_732,99,59,88,35,42,63
GRADSKEY00733,Student_733,65,83,77,48,34,50
GRADSKEY00734,Student_734,70,60,42,63,37,31
GRADSKEY00735,Student_735,69,36,47,46,100,56
GRADSKEY00736,Student_736,50,38,68,44,87,34
GRADSKEY00737,Student_737,40,96,33,61,34,37
GRADSKEY00738,Student_738,39,32,93,42,48,79
GRADSKEY00739,Student_739,64,31,89,59,75,55
GRADSKEY00740,Student_740,44,61,54,89,41,79
GRADSKEY00741,Student_741,61,98,41,71,85,83
GRADSKEY00742,Student_742,74,97,45,84,62,89
GRADSKEY00743,Student_743,85,49,95,61,65,39
GRADSKEY00744,Student_744,77,62,87,84,34,94
GRADSKEY00745,Student_745,52,61,50,97,40,90
GRADSKEY00746,Student_746,53,94,47,34,36,80
GRADSKEY00747,Student_747,33,33,84,86,61,85
GRADSKEY00748,Student_748,90,63,89,79,42,53
GRADSKEY00749,Student_749,41,79,81,68,84,93
GRADSKEY00750,Student_750,55,62,78,32,53,71
GRADSKEY00751,Student_751,58,45,90,71,54,65
GRADSKEY00752,Student_752,31,96,47,49,53,42
GRADSKEY00753,Student_753,77,49,60,85,37,80
GRADSKEY00754,Student_754,69,83,84,92,41,64
GRADSKEY00755,Student_755,92,79,98,63,52,53
GRADSKEY00756,Student_756,46,79,62,39,43,65
GRADSKEY00757,Student_757,96,77,69,36,80,70
GRADSKEY00758,Student_758,54,71,94,97,65,71
GRADSKEY00759,Student_759,73,42,79,66,44,69
GRADSKEY00760,Student_760,46,45,58,89,43,65
GRADSKEY00761,Student_761,59,45,41,93,91,42
GRADSKEY00762,Student_762,83,38,89,99,60,75
GRADSKEY00763,Student_763,32,49,84,52,87,95
GRADSKEY00764,Student_764,85,61,70,79,66,38
GRADSKEY00765,Student_765,32,51,66,77,35,70
GRADSKEY00766,Student_766,35,97,57,80,80,73
GRADSKEY00767,Student_767,33,98,77,54,77,81
GRADSKEY00768,Student_768,48,87,95,63,80,68
GRADSKEY00769,Student_769,90,96,59,55,72,41
GRADSKEY00770,Student_770,71,48,56,59,31,56
GRADSKEY00771,Student_771,69,61,90,83,40,46
GRADSKEY00772,Student_772,71,77,54,49,61,74
GRADSKEY00773,Student_773,61,41,50,84,41,96
GRADSKEY00774,Student_774,59,50,65,70,42,82
GRADSKEY00775,Student_775,100,43,39,48,44,92
GRADSKEY00776,Student_776,83,67,53,63,87,91
GRADSKEY00777,Student_777,40,30,73,44,77,33
GRADSKEY00778,Student_778,48,58,89,53,77,34
GRADSKEY00779,Student_779,72,48,89,32,58,65
GRADSKEY00780,Student_780,83,40,38,86,66,83
GRADSKEY00781,Student_781,76,88,85,79,38,41
GRADSKEY00782,Student_782,31,87,85,35,90,84
GRADSKEY00783,Student_783,33,81,97,54,41,82
GRADSKEY00784,Student_784,68,76,57,42,39,45
GRADSKEY00785,Student_785,86,78,58,77,41,77
GRADSKEY00786,Student_786,61,64,75,47,47,32
GRADSKEY00787,Student_787,41,51,79,74,90,42
GRADSKEY00788,Student_788,56,35,61,62,33,70
GRADSKEY00789,Student_789,87,51,67,52,55,38
GRADSKEY00790,Student_790,65,60,36,76,65,41
GRADSKEY00791,Student_791,32,86,76,89,51,69
GRADSKEY00792,Student_792,49,87,50,31,45,32
GRADSKEY00793,Student_793,34,73,83,46,39,57
GRADSKEY00794,Student_794,30,71,75,33,48,89
GRADSKEY00795,Student_795,77,58,93,69,56,67
GRADSKEY00796,Student_796,52,92,31,48,53,55
GRADSKEY00797,Student_797,58,79,94,39,56,82
GRADSKEY00798,Student_798,84,34,45,44,98,65
GRADSKEY00799,Student_799,86,85,93,99,100,62
GRADSKEY00800,Student_800,54,90,45,41,66,67
GRADSKEY00801,Student_801,85,86,32,71,41,48
GRADSKEY00802,Student_802,48,65,64,56,97,70
GRADSKEY00803,Student_803,53,48,53,42,38,59
GRADSKEY00804,Student_804,42,30,50,93,64,33
GRADSKEY00805,Student_805,38,94,99,30,92,52
GRADSKEY00806,Student_806,79,90,48,74,45,59
GRADSKEY00807,Student_807,39,64,84,69,100,95
GRADSKEY00808,Student_808,46,94,60,86,52,69
GRADSKEY00809,Student_809,90,73,73,43,45,69
GRADSKEY00810,Student_810,70,42,48,97,34,84
GRADSKEY00811,Student_811,70,45,46,58,38,71
GRADSKEY00812,Student_812,68,52,83,76,64,91
GRADSKEY00813,Student_813,81,94,99,51,58,40
GRADSKEY00814,Student_814,43,31,33,30,53,32
GRADSKEY00815,Student_815,79,100,87,34,99,70
GRADSKEY00816,Student_816,95,62,47,54,47,93
GRADSKEY00817,Student_817,40,42,62,40,54,61
GRADSKEY00818,Student_818,37,59,76,68,71,100
GRADSKEY00819,Student_819,98,41,34,68,76,42
GRADSKEY00820,Student_820,36,81,59,56,35,49
GRADSKEY00821,Student_821,70,90,91,41,70,71
GRADSKEY00822,Student_822,87,55,79,88,66,89
GRADSKEY00823,Student_823,44,87,82,37,88,46
GRADSKEY00824,Student_824,92,65,62,88,49,30
GRADSKEY00825,Student_825,85,71,67,53,66,55
GRADSKEY00826,Student_826,49,31,43,30,77,89
GRADSKEY00827,Student_827,37,83,100,72,53,59
GRADSKEY00828,Student_828,34,40,75,32,35,59
GRADSKEY00829,Student_829,57,36,64,69,62,36
GRADSKEY00830,Student_830,43,94,79,59,33,98
GRADSKEY00831,Student_831,77,46,48,88,31,93
GRADSKEY00832,Student_832,68,35,89,48,52,37
GRADSKEY00833,Student_833,61,58,79,34,85,54
GRADSKEY00834,Student_834,91,42,83,37,43,49
GRADSKEY00835,Student_835,34,93,96,45,66,89
GRADSKEY00836,Student_836,57,37,50,65,78,56
GRADSKEY00837,Student_837,86,30,87,66,73,35
GRADSKEY00838,Student_838,96,79,66,93,72,63
GRADSKEY00839,Student_839,41,71,71,46,41,98
GRADSKEY00840,Student_840,75,31,41,72,46,70
GRADSKEY00841,Student_841,86,100,57,65,49,84
GRADSKEY00842,Student_842,90,57,59,100,49,74
GRADSKEY00843,Student_843,54,36,60,36,69,93
GRADSKEY00844,Student_844,49,54,87,71,94,85
GRADSKEY00845,Student_845,53,67,49,46,97,42
GRADSKEY00846,Student_846,46,92,59,69,52,37
GRADSKEY00847,Student_847,60,83,32,97,71,32
GRADSKEY00848,Student_848,77,54,36,57,33,96
GRADSKEY00849,Student_849,99,42,64,85,55,97
GRADSKEY00850,Student_850,47,65,92,99,88,79
GRADSKEY00851,Student_851,62,31,86,96,30,34
GRADSKEY00852,Student_852,39,73,62,72,78,51
GRADSKEY00853,Student_853,41,30,49,78,70,44
GRADSKEY00854,Student_854,61,45,64,76,38,46
GRADSKEY00855,Student_855,92,52,93,47,51,91
GRADSKEY00856,Student_856,40,68,60,55,90,91
GRADSKEY00857,Student_857,66,44,39,95,55,97
GRADSKEY00858,Student_858,32,90,30,94,89,35
GRADSKEY00859,Student_859,79,55,76,37,63,56
GRADSKEY00860,Student_860,39,37,73,61,54,51
GRADSKEY00861,Student_861,40,79,81,54,57,48
GRADSKEY00862,Student_862,85,58,97,46,86,50
GRADSKEY00863,Student_863,83,30,44,59,92,35
GRADSKEY00864,Student_864,52,68,37,62,34,53
GRADSKEY00865,Student_865,65,57,62,69,42,96
GRADSKEY00866,Student_866,83,80,77,51,33,95
GRADSKEY00867,Student_867,69,47,51,91,64,79
GRADSKEY00868,Student_868,76,30,83,43,100,58
GRADSKEY00869,Student_869,39,90,50,88,97,77
GRADSKEY00870,Student_870,97,56,71,40,90,68
GRADSKEY00871,Student_871,81,82,91,70,37,32
GRADSKEY00872,Student_872,86,47,45,58,84,64
GRADSKEY00873,Student_873,69,49,44,65,77,73
GRADSKEY00874,Student_874,79,51,76,57,82,98
GRADSKEY00875,Student_875,59,93,36,66,52,46
GRADSKEY00876,Student_876,50,55,52,61,46,69
GRADSKEY00877,Student_877,35,91,76,75,56,93
GRADSKEY00878,Student_878,44,60,61,42,38,96
GRADSKEY00879,Student_879,99,93,40,90,36,91
GRADSKEY00880,Student_880,40,64,89,92,81,88
GRADSKEY00881,Student_881,65,96,85,56,67,86
GRADSKEY00882,Student_882,73,77,88,44,31,49
GRADSKEY00883,Student_883,60,90,67,89,74,72
GRADSKEY00884,Student_884,84,63,45,59,34,74
GRADSKEY00885,Student_885,62,93,39,82,44,87
GRADSKEY00886,Student_886,68,62,53,39,81,70
GRADSKEY00887,Student_887,60,94,62,46,34,58
GRADSKEY00888,Student_888,63,94,51,94,35,75
GRADSKEY00889,Student_889,58,34,40,92,43,74
GRADSKEY00890,Student_890,61,66,37,67,39,54
GRADSKEY00891,Student_891,86,93,31,44,82,82
GRADSKEY00892,Student_892,46,38,72,84,88,45
GRADSKEY00893,Student_893,67,84,77,39,80,30
GRADSKEY00894,Student_894,37,70,54,81,56,42
GRADSKEY00895,Student_895,97,76,85,52,49,64
GRADSKEY00896,Student_896,57,47,99,44,47,36
GRADSKEY00897,Student_897,85,39,68,73,59,92
GRADSKEY00898,Student_898,78,97,40,36,79,46
GRADSKEY00899,Student_899,36,75,46,93,65,48
GRADSKEY00900,Student_900,65,51,98,83,65,44
GRADSKEY00901,Student_901,97,89,46,82,98,81
GRADSKEY00902,Student_902,100,97,39,35,51,73
GRADSKEY00903,Student_903,35,100,90,75,84,78
GRADSKEY00904,Student_904,37,58,86,74,75,56
GRADSKEY00905,Student_905,86,85,65,40,88,41
GRADSKEY00906,Student_906,40,63,70,79,74,56
GRADSKEY00907,Student_907,69,88,78,47,56,41
GRADSKEY00908,Student_908,50,47,78,64,70,84
GRADSKEY00909,Student_909,56,31,70,80,70,63
GRADSKEY00910,Student_910,60,85,33,31,85,50
GRADSKEY00911,Student_911,51,68,44,30,53,86
GRADSKEY00912,Student_912,91,35,46,100,55,43
GRADSKEY00913,Student_913,41,50,76,61,71,50
GRADSKEY00914,Student_914,71,70,86,54,73,38
GRADSKEY00915,Student_915,100,77,68,77,52,58
GRADSKEY00916,Student_916,30,36,32,71,37,73
GRADSKEY00917,Student_917,42,61,73,68,34,78
GRADSKEY00918,Student_918,88,53,74,69,69,55
GRADSKEY00919,Student_919,61,63,89,62,39,32
GRADSKEY00920,Student_920,97,83,65,92,50,38
GRADSKEY00921,Student_921,65,69,60,68,78,91
GRADSKEY00922,Student_922,94,96,38,78,92,32
GRADSKEY00923,Student_923,43,73,64,78,95,67
GRADSKEY00924,Student_924,57,88,46,97,54,48
GRADSKEY00925,Student_925,64,86,87,96,59,74
GRADSKEY00926,Student_926,94,40,96,40,100,38
GRADSKEY00927,Student_927,54,47,76,44,32,82
GRADSKEY00928,Student_928,92,30,95,100,74,79
GRADSKEY00929,Student_929,97,61,71,94,83,73
GRADSKEY00930,Student_930,95,34,83,52,54,96
GRADSKEY00931,Student_931,61,56,33,78,94,66
GRADSKEY00932,Student_932,34,59,72,55,33,80
GRADSKEY00933,Student_933,40,78,95,76,51,95
GRADSKEY00934,Student_934,48,34,69,42,70,87
GRADSKEY00935,Student_935,66,36,67,30,41,96
GRADSKEY00936,Student_936,92,88,98,68,51,39
GRADSKEY00937,Student_937,43,72,88,57,53,40
GRADSKEY00938,Student_938,55,80,49,35,62,44
GRADSKEY00939,Student_939,99,39,61,34,54,30
GRADSKEY00940,Student_940,65,78,73,46,62,79
GRADSKEY00941,Student_941,77,60,44,68,92,79
GRADSKEY00942,Student_942,56,99,68,68,61,91
GRADSKEY00943,Student_943,82,65,92,68,57,89
GRADSKEY00944,Student_944,59,57,78,35,67,49
GRADSKEY00945,Student_945,45,76,45,72,45,34
GRADSKEY00946,Student_946,87,48,96,63,42,53
GRADSKEY00947,Student_947,32,94,97,99,36,69
GRADSKEY00948,Student_948,62,61,57,79,32,31
GRADSKEY00949,Student_949,88,48,93,47,99,43
GRADSKEY00950,Student_950,52,92,34,95,60,96
GRADSKEY00951,Student_951,40,73,57,33,84,100
GRADSKEY00952,Student_952,96,87,82,65,100,55
GRADSKEY00953,Student_953,94,30,89,35,97,93
GRADSKEY00954,Student_954,62,98,48,74,56,86
GRADSKEY00955,Student_955,72,98,31,64,83,63
GRADSKEY00956,Student_956,65,45,52,64,77,49
GRADSKEY00957,Student_957,81,93,92,71,52,96
GRADSKEY00958,Student_958,91,79,67,48,57,34
GRADSKEY00959,Student_959,84,87,71,58,51,79
GRADSKEY00960,Student_960,54,40,91,80,69,82
GRADSKEY00961,Student_961,95,95,35,85,74,50
GRADSKEY00962,Student_962,86,58,32,99,68,97
GRADSKEY00963,Student_963,99,99,43,40,95,78
GRADSKEY00964,Student_964,85,64,94,77,94,36
GRADSKEY00965,Student_965,61,55,85,91,79,67
GRADSKEY00966,Student_966,58,73,100,31,59,82
GRADSKEY00967,Student_967,97,53,99,36,65,44
GRADSKEY00968,Student_968,44,82,46,41,30,35
GRADSKEY00969,Student_969,74,49,33,41,92,89
GRADSKEY00970,Student_970,45,91,83,60,79,73
GRADSKEY00971,Student_971,87,95,89,44,87,91
GRADSKEY00972,Student_972,59,46,57,81,59,47
GRADSKEY00973,Student_973,66,59,80,55,68,52
GRADSKEY00974,Student_974,50,38,46,100,67,83
GRADSKEY00975,Student_975,44,100,92,62,99,67
GRADSKEY00976,Student_976,32,47,85,49,100,86
GRADSKEY00977,Student_977,91,99,83,86,44,50
GRADSKEY00978,Student_978,79,62,88,77,91,67
GRADSKEY00979,Student_979,96,95,38,88,98,49
GRADSKEY00980,Student_980,96,44,56,93,81,48
GRADSKEY00981,Student_981,62,99,91,98,33,89
GRADSKEY00982,Student_982,32,82,32,53,50,73
GRADSKEY00983,Student_983,44,46,84,79,62,35
GRADSKEY00984,Student_984,97,31,46,36,74,84
GRADSKEY00985,Student_985,78,99,75,69,50,46
GRADSKEY00986,Student_986,93,31,43,74,49,70
GRADSKEY00987,Student_987,98,33,58,76,42,88
GRADSKEY00988,Student_988,88,91,60,35,75,97
GRADSKEY00989,Student_989,54,42,62,37,49,86
GRADSKEY00990,Student_990,56,74,90,38,99,47
GRADSKEY00991,Student_991,68,75,70,69,90,63
GRADSKEY00992,Student_992,59,90,94,43,76,95
GRADSKEY00993,Student_993,65,38,87,54,37,55
GRADSKEY00994,Student_994,49,86,78,95,30,77
GRADSKEY00995,Student_995,94,91,37,50,64,64
GRADSKEY00996,Student_996,83,44,42,83,93,88
GRADSKEY00997,Student_997,65,96,61,94,46,62
GRADSKEY00998,Student_998,37,30,66,100,59,78
GRADSKEY00999,Student_999,83,38,59,56,83,61
GRADSKEY01000,Student_1000,54,56,94,54,77,74
GRADSKEY01001,Student_1001,56,74,30,85,81,37
GRADSKEY01002,Student_1002,80,96,35,34,100,59
GRADSKEY01003,Student_1003,37,97,30,87,84,58
GRADSKEY01004,Student_1004,67,51,31,39,49,86
GRADSKEY01005,Student_1005,60,77,55,67,68,30
GRADSKEY01006,Student_1006,53,88,50,93,44,76
GRADSKEY01007,Student_1007,83,30,49,72,87,80
GRADSKEY01008,Student_1008,78,77,48,78,66,64
GRADSKEY01009,Student_1009,79,32,48,85,61,96
GRADSKEY01010,Student_1010,68,92,39,49,54,69
GRADSKEY01011,Student_1011,58,40,45,60,83,73
GRADSKEY01012,Student_1012,56,95,99,69,47,54
GRADSKEY01013,Student_1013,38,76,76,39,41,31
GRADSKEY01014,Student_1014,100,41,96,38,44,66
GRADSKEY01015,Student_1015,74,37,72,98,67,87
GRADSKEY01016,Student_1016,88,34,93,80,55,41
GRADSKEY01017,Student_1017,52,40,79,58,74,82
GRADSKEY01018,Student_1018,97,57,61,64,92,98
GRADSKEY01019,Student_1019,47,100,90,60,47,80
GRADSKEY01020,Student_1020,38,53,86,84,62,66
GRADSKEY01021,Student_1021,42,52,36,64,94,49
GRADSKEY01022,Student_1022,40,70,90,98,72,44
